Země;PSČ;Obec;Kraj;Okres;Latitude;Longtitude
CZ;75366;Vysoká;Olomoucký kraj;Přerov;49.55;17.8833
CZ;75366;Hranické Loučky;Olomoucký kraj;Přerov;49.5417;17.8708
CZ;75366;Hustopeče nad Bečvou;Olomoucký kraj;Přerov;49.5333;17.8833
CZ;75367;Milotice nad Bečvou;Olomoucký kraj;Přerov;49.5333;17.85
CZ;75368;Černotín;Olomoucký kraj;Přerov;49.5333;17.7833
CZ;75368;Hluzov;Olomoucký kraj;Přerov;49.55;17.7833
CZ;78383;Lipinka;Olomoucký kraj;Šumperk;49.8333;17.05
CZ;78701;Osikov;Olomoucký kraj;Šumperk;50.0333;16.9667
CZ;78701;Bratrušov;Olomoucký kraj;Šumperk;50.0167;16.95
CZ;78701;Šumperk;Olomoucký kraj;Šumperk;49.9667;16.9667
CZ;78701;Rejchartice;Olomoucký kraj;Šumperk;50.0333;16.9833
CZ;78801;Třemešek;Olomoucký kraj;Šumperk;49.9167;17.1333
CZ;78801;Oskava;Olomoucký kraj;Šumperk;49.9;17.1167
CZ;78801;Mostkov;Olomoucký kraj;Šumperk;49.8833;17.1333
CZ;78801;Bedřichov;Olomoucký kraj;Šumperk;49.9333;17.15
CZ;78803;Plechy;Olomoucký kraj;Šumperk;49.95;17.0167
CZ;78803;Nový Malín;Olomoucký kraj;Šumperk;49.95;17.0333
CZ;78803;Mladoňov;Olomoucký kraj;Šumperk;49.9167;17.0833
CZ;78804;Dolní Olešná;Olomoucký kraj;Šumperk;49.9167;17.0167
CZ;78804;Hrabišín;Olomoucký kraj;Šumperk;49.9167;17.0333
CZ;78804;Horní Olešná;Olomoucký kraj;Šumperk;49.9167;17.0333
CZ;78804;Loučky;Olomoucký kraj;Šumperk;49.9167;17.0333
CZ;78805;Libina;Olomoucký kraj;Šumperk;49.8667;17.1167
CZ;78805;Dolní Libina;Olomoucký kraj;Šumperk;49.8667;17.1167
CZ;78811;Rejhotice;Olomoucký kraj;Šumperk;50.1;17.1
CZ;78811;Kociánov;Olomoucký kraj;Šumperk;50.0833;17.1
CZ;78811;Přemyslov;Olomoucký kraj;Šumperk;50.1167;17.0667
CZ;78811;Kouty nad Desnou;Olomoucký kraj;Šumperk;50.0833;17.0933
CZ;78811;Filipová;Olomoucký kraj;Šumperk;50.05;17.1
CZ;78811;Loučná nad Desnou;Olomoucký kraj;Šumperk;50.0667;17.1
CZ;78813;Vikýřovice;Olomoucký kraj;Šumperk;49.9833;17.0167
CZ;78814;Terezín;Olomoucký kraj;Šumperk;50.0167;17.0333
CZ;78814;Petrov nad Desnou;Olomoucký kraj;Šumperk;50.0167;17.05
CZ;78814;Rapotín;Olomoucký kraj;Šumperk;49.9833;17.0167
CZ;78815;Ludvíkov;Olomoucký kraj;Šumperk;50.0333;17.0167
CZ;78815;Bukovice;Olomoucký kraj;Šumperk;50.0667;17.0667
CZ;78815;Hraběšice;Olomoucký kraj;Šumperk;49.9833;17.0833
CZ;78815;Žárová;Olomoucký kraj;Šumperk;50.0667;17.0167
CZ;78815;Velké Losiny;Olomoucký kraj;Šumperk;50.0333;17.05
CZ;78815;Vernířovice;Olomoucký kraj;Šumperk;50.0333;17.1167
CZ;78815;Maršíkov;Olomoucký kraj;Šumperk;50.0333;17.0833
CZ;78816;Rudoltice;Olomoucký kraj;Šumperk;49.9833;17.1
CZ;78816;Sobotín;Olomoucký kraj;Šumperk;50.0167;17.1
CZ;78816;Klepáčov;Olomoucký kraj;Šumperk;50.0167;17.15
CZ;78820;Dolní Studénky;Olomoucký kraj;Šumperk;49.9333;16.9667
CZ;78820;Králec;Olomoucký kraj;Šumperk;49.9333;16.9833
CZ;78821;Kolšov;Olomoucký kraj;Šumperk;49.9;16.95
CZ;78821;Sudkov;Olomoucký kraj;Šumperk;49.9167;16.95
CZ;78823;Habartice;Olomoucký kraj;Šumperk;50.1167;16.95
CZ;78823;Jindřichov;Olomoucký kraj;Šumperk;50.25;17.5167
CZ;78823;Pusté Žibřidovice;Olomoucký kraj;Šumperk;50.0833;17
CZ;78823;Nové Losiny;Olomoucký kraj;Šumperk;50.1167;17.0333
CZ;78825;Branná;Olomoucký kraj;Šumperk;50.15;17.0167
CZ;78825;Alojzov;Olomoucký kraj;Šumperk;49.9833;16.8833
CZ;78825;Vikantice;Olomoucký kraj;Šumperk;50.1333;17
CZ;78825;Šléglov;Olomoucký kraj;Šumperk;50.15;16.9833
CZ;78832;Staré Město;Olomoucký kraj;Šumperk;50.1667;16.95
CZ;78832;Chrastice;Olomoucký kraj;Šumperk;50.1333;16.9333
CZ;78832;Vysoké Žibřidovice;Olomoucký kraj;Šumperk;50.1167;16.9167
CZ;78832;Nová Seninka;Olomoucký kraj;Šumperk;50.2167;16.9167
CZ;78832;Kunčice;Olomoucký kraj;Šumperk;50.1833;16.95
CZ;78832;Stříbrnice;Olomoucký kraj;Šumperk;50.1833;16.9
CZ;78833;Vysoký Potok;Olomoucký kraj;Šumperk;50.0833;16.8333
CZ;78833;Vlaské;Olomoucký kraj;Šumperk;50.0833;16.9
CZ;78833;Zlatý Potok;Olomoucký kraj;Šumperk;50.0833;16.8167
CZ;78833;Sklené;Olomoucký kraj;Šumperk;50.1167;16.85
CZ;78833;Malá Morava;Olomoucký kraj;Šumperk;50.1;16.8167
CZ;78833;Vojtíškov;Olomoucký kraj;Šumperk;50.1;16.8833
CZ;78833;Hanušovice;Olomoucký kraj;Šumperk;50.0833;16.95
CZ;78833;Kopřivná;Olomoucký kraj;Šumperk;50.05;16.95
CZ;78833;Lužná;Olomoucký kraj;Šumperk;50.0333;16.9333
CZ;78833;Podlesí;Olomoucký kraj;Šumperk;50.0833;16.8667
CZ;78833;Hynčice nad Moravou;Olomoucký kraj;Šumperk;50.0667;16.95
CZ;78833;Vysoká;Olomoucký kraj;Šumperk;50.1167;16.9
CZ;78833;Křivá Voda;Olomoucký kraj;Šumperk;50.0821;16.8949
CZ;78833;Potůčník;Olomoucký kraj;Šumperk;50.0667;16.9833
CZ;78901;Pobučí;Olomoucký kraj;Šumperk;49.85;16.8667
CZ;78901;Jedlí;Olomoucký kraj;Šumperk;49.9333;16.8
CZ;78901;Pivonín;Olomoucký kraj;Šumperk;49.9;16.8167
CZ;78901;Hynčina;Olomoucký kraj;Šumperk;49.8716;16.8586
CZ;78901;Svébohov;Olomoucký kraj;Šumperk;49.9167;16.8333
CZ;78901;Slavoňov;Olomoucký kraj;Šumperk;49.8167;16.9
CZ;78901;Dlouhomilov;Olomoucký kraj;Šumperk;49.9;17
CZ;78901;Rovensko;Olomoucký kraj;Šumperk;49.9;16.8833
CZ;78901;Starý Maletín;Olomoucký kraj;Šumperk;49.8;16.7833
CZ;78901;Hrabová;Olomoucký kraj;Šumperk;49.8667;16.95
CZ;78901;Nový Maletín;Olomoucký kraj;Šumperk;49.7833;16.8
CZ;78901;Kosov;Olomoucký kraj;Šumperk;49.8833;16.8
CZ;78901;Chromeč;Olomoucký kraj;Šumperk;49.9333;16.9
CZ;78901;Postřelmůvek;Olomoucký kraj;Šumperk;49.9167;16.8833
CZ;78901;Jestřebí;Olomoucký kraj;Šumperk;49.85;16.8833
CZ;78901;Dlouhá Ves;Olomoucký kraj;Šumperk;49.8333;16.8
CZ;78901;Dolní Bušínov;Olomoucký kraj;Šumperk;49.8333;16.8333
CZ;78901;Lukavice;Olomoucký kraj;Šumperk;49.8167;16.9333
CZ;78901;Javoří;Olomoucký kraj;Šumperk;49.8;16.8167
CZ;78901;Václavov;Olomoucký kraj;Šumperk;49.9167;16.8333
CZ;78901;Nemile;Olomoucký kraj;Šumperk;49.8833;16.85
CZ;78901;Vyšehoří;Olomoucký kraj;Šumperk;49.9333;16.8833
CZ;78901;Benkov;Olomoucký kraj;Šumperk;49.9;17.0333
CZ;78901;Hněvkov;Olomoucký kraj;Šumperk;49.8667;16.8167
CZ;78901;Maletín;Olomoucký kraj;Šumperk;49.8716;16.8586
CZ;78901;Hoštejn;Olomoucký kraj;Šumperk;49.8833;16.7833
CZ;78901;Horní Studénky;Olomoucký kraj;Šumperk;49.95;16.8167
CZ;78901;Křižanov;Olomoucký kraj;Šumperk;49.8333;16.8
CZ;78901;Lesnice;Olomoucký kraj;Šumperk;49.8833;16.95
CZ;78901;Krchleby;Olomoucký kraj;Šumperk;49.8167;16.8333
CZ;78901;Rájec;Olomoucký kraj;Šumperk;49.85;16.9167
CZ;78901;Mírov;Olomoucký kraj;Šumperk;49.8;16.85
CZ;78901;Zborov;Olomoucký kraj;Šumperk;49.95;16.8333
CZ;78901;Zábřeh;Olomoucký kraj;Šumperk;49.8833;16.8667
CZ;78901;Drozdov;Olomoucký kraj;Šumperk;49.9167;16.7833
CZ;78901;Crhov;Olomoucký kraj;Šumperk;49.9333;16.75
CZ;78901;Lupěné;Olomoucký kraj;Šumperk;49.8667;16.85
CZ;78901;Vlachov;Olomoucký kraj;Šumperk;49.8167;16.9167
CZ;78901;Zvole;Olomoucký kraj;Šumperk;49.8333;16.9167
CZ;78961;Bludov;Olomoucký kraj;Šumperk;49.95;16.9333
CZ;78962;Olšany;Olomoucký kraj;Šumperk;49.9667;16.8667
CZ;78962;Klášterec;Olomoucký kraj;Šumperk;49.95;16.8667
CZ;78962;Bušín;Olomoucký kraj;Šumperk;49.9833;16.8333
CZ;78962;Bohutín;Olomoucký kraj;Šumperk;49.95;16.8833
CZ;78963;Hrabenov;Olomoucký kraj;Šumperk;49.9833;16.9
CZ;78963;Hostice;Olomoucký kraj;Šumperk;50;16.8833
CZ;78963;Štědrákova Lhota;Olomoucký kraj;Šumperk;50.0167;16.8667
CZ;78963;Bartoňov;Olomoucký kraj;Šumperk;49.9667;16.8833
CZ;78963;Ruda nad Moravou;Olomoucký kraj;Šumperk;49.9833;16.8833
CZ;78963;Radomilov;Olomoucký kraj;Šumperk;49.9667;16.9
CZ;78964;Komňátka;Olomoucký kraj;Šumperk;50.0167;16.8833
CZ;78964;Raškov;Olomoucký kraj;Šumperk;50.0333;16.9
CZ;78964;Bohdíkov;Olomoucký kraj;Šumperk;50.025;16.8917
CZ;78969;Postřelmov;Olomoucký kraj;Šumperk;49.9167;16.9167
CZ;78971;Leština;Olomoucký kraj;Šumperk;49.8667;16.9333
CZ;78972;Bohuslavice;Olomoucký kraj;Šumperk;49.8333;16.95
CZ;78972;Dubicko;Olomoucký kraj;Šumperk;49.8333;16.9333
CZ;78973;Police;Olomoucký kraj;Šumperk;49.8167;17
CZ;78973;Bezděkov u Úsova;Olomoucký kraj;Šumperk;49.8333;17
CZ;78973;Stavenice;Olomoucký kraj;Šumperk;49.7833;16.9833
CZ;78973;Třeština;Olomoucký kraj;Šumperk;49.8833;16.9667
CZ;78973;Veleboř;Olomoucký kraj;Šumperk;49.8333;17.0167
CZ;78973;Klopina;Olomoucký kraj;Šumperk;49.8167;17.0333
CZ;78973;Úsov;Olomoucký kraj;Šumperk;49.8;17.0167
CZ;78974;Kamenná;Olomoucký kraj;Šumperk;49.8667;17.0333
CZ;78974;Obědné;Olomoucký kraj;Šumperk;49.8833;17.0667
CZ;78974;Nedvězí;Olomoucký kraj;Šumperk;49.8667;17.0333
CZ;78974;Rohle;Olomoucký kraj;Šumperk;49.85;17.0333
CZ;78974;Janoslavice;Olomoucký kraj;Šumperk;49.85;17
CZ;78975;Brníčko;Olomoucký kraj;Šumperk;49.8833;16.9667
CZ;78975;Strupšín;Olomoucký kraj;Šumperk;49.8833;17
CZ;78982;Mitrovice;Olomoucký kraj;Šumperk;49.75;16.9833
CZ;78982;Doubravice;Olomoucký kraj;Šumperk;49.75;16.9667
CZ;78982;Moravičany;Olomoucký kraj;Šumperk;49.75;16.9667
CZ;78983;Palonín;Olomoucký kraj;Šumperk;49.7333;16.95
CZ;78983;Žádlovice;Olomoucký kraj;Šumperk;49.75;16.9167
CZ;78983;Loštice;Olomoucký kraj;Šumperk;49.75;16.9333
CZ;78985;Křemačov;Olomoucký kraj;Šumperk;49.7833;16.9
CZ;78985;Veselí;Olomoucký kraj;Šumperk;49.7333;16.85
CZ;78985;Vyšehorky;Olomoucký kraj;Šumperk;49.7667;16.8833
CZ;78985;Újezd;Olomoucký kraj;Šumperk;49.7667;17.1833
CZ;78985;Radnice;Olomoucký kraj;Šumperk;49.7167;16.8833
CZ;78985;Líšnice;Olomoucký kraj;Šumperk;49.75;16.8833
CZ;78985;Květín;Olomoucký kraj;Šumperk;49.8167;16.9
CZ;78985;Podolí;Olomoucký kraj;Šumperk;49.7833;16.9
CZ;78985;Studená Loučka;Olomoucký kraj;Šumperk;49.7667;16.8167
CZ;78985;Paseky;Olomoucký kraj;Šumperk;49.7667;16.8667
CZ;78985;Pavlov;Olomoucký kraj;Šumperk;49.75;16.8833
CZ;78985;Řepová;Olomoucký kraj;Šumperk;49.8;16.8833
CZ;78985;Mohelnice;Olomoucký kraj;Šumperk;49.7833;16.9167
CZ;78985;Libivá;Olomoucký kraj;Šumperk;49.8;16.9167
CZ;78991;Jakubovice;Olomoucký kraj;Šumperk;50;16.8333
CZ;78991;Písařov;Olomoucký kraj;Šumperk;50;16.8
CZ;78991;Janoušov;Olomoucký kraj;Šumperk;50.0167;16.85
CZ;78991;Heroltice;Olomoucký kraj;Šumperk;49.9833;16.75
CZ;78991;Štíty;Olomoucký kraj;Šumperk;49.9667;16.7667
CZ;78991;Bukovice;Olomoucký kraj;Šumperk;49.9833;16.8
CZ;78991;Březná;Olomoucký kraj;Šumperk;49.9667;16.7833
CZ;78825;Ostružná;Olomoucký kraj;Jeseník;50.1833;17.05
CZ;78825;Petříkov;Olomoucký kraj;Jeseník;50.2;17.05
CZ;78825;Ramzová;Olomoucký kraj;Jeseník;50.2;17.0667
CZ;79001;Bělá;Olomoucký kraj;Jeseník;50.1333;17.2167
CZ;79001;Bukovice;Olomoucký kraj;Jeseník;50.2167;17.2
CZ;79001;Filipovice;Olomoucký kraj;Jeseník;50.1667;17.1667
CZ;79001;Jeseník;Olomoucký kraj;Jeseník;50.2333;17.2
CZ;79001;Adolfovice;Olomoucký kraj;Jeseník;50.2;17.2
CZ;79001;Dětřichov;Olomoucký kraj;Jeseník;50.2167;17.2333
CZ;79001;Domašov;Olomoucký kraj;Jeseník;50.15;17.2
CZ;79003;Jeseník-Lázně;Olomoucký kraj;Jeseník;50.25;17.1833
CZ;79051;Supíkovice;Olomoucký kraj;Jeseník;50.3;17.25
CZ;79052;Velké Kunětice;Olomoucký kraj;Jeseník;50.3333;17.2667
CZ;79053;Nová Červená Voda;Olomoucký kraj;Jeseník;50.3167;17.2
CZ;79053;Stará Červená Voda;Olomoucký kraj;Jeseník;50.3333;17.2
CZ;79054;Černá Voda;Olomoucký kraj;Jeseník;50.3167;17.1667
CZ;79055;Vidnava;Olomoucký kraj;Jeseník;50.3667;17.1833
CZ;79057;Buková;Olomoucký kraj;Jeseník;50.3667;17.0833
CZ;79057;Bernartice;Olomoucký kraj;Jeseník;50.4;17.0833
CZ;79057;Horní Heřmanice;Olomoucký kraj;Jeseník;49.95;16.7167
CZ;79058;Velká Kraš;Olomoucký kraj;Jeseník;50.3667;17.15
CZ;79061;Bobrovník;Olomoucký kraj;Jeseník;50.2167;17.1667
CZ;79061;Lipová-lázně;Olomoucký kraj;Jeseník;50.2167;17.1667
CZ;79063;Horní Lipová;Olomoucký kraj;Jeseník;50.2333;17.1167
CZ;79064;Polka;Olomoucký kraj;Jeseník;50.2667;17.1
CZ;79064;Vápenná;Olomoucký kraj;Jeseník;50.2833;17.1
CZ;79065;Žulová;Olomoucký kraj;Jeseník;50.3167;17.1
CZ;79065;Tomíkovice;Olomoucký kraj;Jeseník;50.3333;17.1167
CZ;79065;Petrovice;Olomoucký kraj;Jeseník;50.1167;16.6
CZ;79065;Bergov;Olomoucký kraj;Jeseník;50.3333;17.05
CZ;79065;Kobylá nad Vidnavkou;Olomoucký kraj;Jeseník;50.35;17.1333
CZ;79065;Dolní Les;Olomoucký kraj;Jeseník;50.35;17.0833
CZ;79065;Vojtovice;Olomoucký kraj;Jeseník;50.3333;17.0333
CZ;79065;Skorošice;Olomoucký kraj;Jeseník;50.3167;17.1
CZ;79065;Vlčice;Olomoucký kraj;Jeseník;50.35;17.05
CZ;79069;Městys Bílá Voda;Olomoucký kraj;Jeseník;50.45;16.9167
CZ;79069;Kamenička;Olomoucký kraj;Jeseník;50.4444;16.9111
CZ;79069;Ves Bílá Voda;Olomoucký kraj;Jeseník;50.4333;16.9
CZ;79069;Bílá Voda;Olomoucký kraj;Jeseník;50.45;16.9167
CZ;79070;Javorník;Olomoucký kraj;Jeseník;50.4;17.0167
CZ;79070;Uhelná;Olomoucký kraj;Jeseník;50.3667;17.0333
CZ;79070;Nové Vilémovice;Olomoucký kraj;Jeseník;50.3333;16.9833
CZ;79070;Červený Důl;Olomoucký kraj;Jeseník;50.35;16.9833
CZ;79070;Travná;Olomoucký kraj;Jeseník;50.3667;16.9333
CZ;79070;Bílý Potok;Olomoucký kraj;Jeseník;50.4167;16.9833
CZ;79070;Dolní Fořt;Olomoucký kraj;Jeseník;50.3722;16.987
CZ;79070;Horní Fořt;Olomoucký kraj;Jeseník;50.3833;17.0167
CZ;79070;Horní Hoštice;Olomoucký kraj;Jeseník;50.4167;16.95
CZ;79070;Hraničky;Olomoucký kraj;Jeseník;50.3167;16.9833
CZ;79081;Česká Ves;Olomoucký kraj;Jeseník;50.25;17.2333
CZ;79082;Studený Zejf;Olomoucký kraj;Jeseník;50.2667;17.2833
CZ;79082;Chebzí;Olomoucký kraj;Jeseník;50.25;17.2667
CZ;79082;Písečná;Olomoucký kraj;Jeseník;50.2667;17.25
CZ;79084;Kolnovice;Olomoucký kraj;Jeseník;50.3333;17.3333
CZ;79084;Mikulovice;Olomoucký kraj;Jeseník;50.3;17.3333
CZ;79084;Široký Brod;Olomoucký kraj;Jeseník;50.2833;17.2833
CZ;79084;Hradec-Nová Ves;Olomoucký kraj;Jeseník;50.3056;17.3167
CZ;79376;Zlaté Hory;Olomoucký kraj;Jeseník;50.2667;17.4
CZ;79376;Salisov;Olomoucký kraj;Jeseník;50.2833;17.35
CZ;79376;Horní Údolí;Olomoucký kraj;Jeseník;50.2167;17.35
CZ;79376;Ondřejovice;Olomoucký kraj;Jeseník;50.25;17.35
CZ;79376;Rožmitál;Olomoucký kraj;Jeseník;50.2667;17.4167
CZ;79376;Dolní Údolí;Olomoucký kraj;Jeseník;50.2333;17.3667
CZ;79376;Rejvíz;Olomoucký kraj;Jeseník;50.2333;17.3167
CZ;79201;Razová;Moravskoslezský kraj;Bruntál;49.9167;17.5167
CZ;79201;Karlovec;Moravskoslezský kraj;Bruntál;49.9333;17.5
CZ;79201;Dolní Václavov;Moravskoslezský kraj;Bruntál;49.9667;17.3833
CZ;79201;Kunov;Moravskoslezský kraj;Bruntál;50.0333;17.5167
CZ;79201;Mezina;Moravskoslezský kraj;Bruntál;49.95;17.4833
CZ;79201;Skrbovice;Moravskoslezský kraj;Bruntál;50.05;17.4833
CZ;79201;Široká Niva;Moravskoslezský kraj;Bruntál;50.0667;17.4833
CZ;79201;Slezský Kočov;Moravskoslezský kraj;Bruntál;49.9667;17.45
CZ;79201;Staré Město;Moravskoslezský kraj;Bruntál;50.0167;17.4333
CZ;79201;Roudno;Moravskoslezský kraj;Bruntál;49.9;17.5
CZ;79201;Valšov;Moravskoslezský kraj;Bruntál;49.9333;17.4333
CZ;79201;Pocheň;Moravskoslezský kraj;Bruntál;50.0833;17.45
CZ;79201;Moravskoslezský Kočov;Moravskoslezský kraj;Bruntál;49.9778;17.4675
CZ;79201;Nová Pláň;Moravskoslezský kraj;Bruntál;49.9167;17.4833
CZ;79201;Nové Heřminovy;Moravskoslezský kraj;Bruntál;50.0167;17.5333
CZ;79201;Moravský Kočov;Moravskoslezský kraj;Bruntál;49.95;17.45
CZ;79201;Bruntál;Moravskoslezský kraj;Bruntál;49.9833;17.4667
CZ;79201;Oborná;Moravskoslezský kraj;Bruntál;50;17.5
CZ;79201;Horní Václavov;Moravskoslezský kraj;Bruntál;49.9833;17.35
CZ;79201;Václavov u Bruntálu;Moravskoslezský kraj;Bruntál;49.9778;17.4675
CZ;79201;Nová Véska;Moravskoslezský kraj;Bruntál;50.0167;17.4167
CZ;79201;Milotice nad Opavou;Moravskoslezský kraj;Bruntál;49.9778;17.4675
CZ;79201;Dlouhá Stráň;Moravskoslezský kraj;Bruntál;49.95;17.5
CZ;79201;Volárna;Moravskoslezský kraj;Bruntál;49.9;17.4833
CZ;79302;Tylov;Moravskoslezský kraj;Bruntál;49.9;17.4333
CZ;79302;Lomnice;Moravskoslezský kraj;Bruntál;49.8833;17.4167
CZ;79303;Dětřichov nad Bystřicí;Moravskoslezský kraj;Bruntál;49.85;17.4167
CZ;79305;Nová Véska;Moravskoslezský kraj;Bruntál;49.7667;17.4667
CZ;79305;Ondrášov;Moravskoslezský kraj;Bruntál;49.8;17.4333
CZ;79305;Trhavice;Moravskoslezský kraj;Bruntál;49.75;17.5167
CZ;79305;Norberčany;Moravskoslezský kraj;Bruntál;49.75;17.5167
CZ;79305;Čabová;Moravskoslezský kraj;Bruntál;49.8;17.4667
CZ;79305;Sedm Dvorů;Moravskoslezský kraj;Bruntál;49.7833;17.4333
CZ;79305;Moravský Beroun;Moravskoslezský kraj;Bruntál;49.8;17.45
CZ;79305;Nové Valteřice;Moravskoslezský kraj;Bruntál;49.8333;17.4667
CZ;79305;Krahulčí;Moravskoslezský kraj;Bruntál;49.8;17.3833
CZ;79305;Stará Libavá;Moravskoslezský kraj;Bruntál;49.7833;17.5
CZ;79312;Sosnová;Moravskoslezský kraj;Bruntál;49.9833;17.6667
CZ;79312;Luhy;Moravskoslezský kraj;Bruntál;49.96;17.6433
CZ;79312;Staré Heřminovy;Moravskoslezský kraj;Bruntál;49.9333;17.6333
CZ;79312;Horní Životice;Moravskoslezský kraj;Bruntál;49.9667;17.65
CZ;79312;Horní Benešov;Moravskoslezský kraj;Bruntál;49.9667;17.6
CZ;79312;Svobodné Heřmanice;Moravskoslezský kraj;Bruntál;49.95;17.6667
CZ;79315;Lichnov;Moravskoslezský kraj;Bruntál;50.0167;17.65
CZ;79316;Loučky;Moravskoslezský kraj;Bruntál;50.05;17.6
CZ;79316;Čaková;Moravskoslezský kraj;Bruntál;50.0667;17.55
CZ;79316;Zátor;Moravskoslezský kraj;Bruntál;50.0333;17.6
CZ;79323;Karlovice;Moravskoslezský kraj;Bruntál;50.1167;17.45
CZ;79324;Karlova Studánka;Moravskoslezský kraj;Bruntál;50.0667;17.3
CZ;79326;Mnichov;Moravskoslezský kraj;Bruntál;50.1333;17.3667
CZ;79326;Vidly;Moravskoslezský kraj;Bruntál;50.1722;17.3111
CZ;79326;Vrbno pod Pradědem;Moravskoslezský kraj;Bruntál;50.1167;17.3833
CZ;79326;Zadní Ves;Moravskoslezský kraj;Bruntál;50.1167;17.4167
CZ;79326;Ludvíkov;Moravskoslezský kraj;Bruntál;50.1167;17.35
CZ;79326;Bílý Potok;Moravskoslezský kraj;Bruntál;50.4167;16.9833
CZ;79326;Železná;Moravskoslezský kraj;Bruntál;50.1333;17.3667
CZ;79331;Nová Rudná;Moravskoslezský kraj;Bruntál;50.0167;17.35
CZ;79331;Andělská Hora;Moravskoslezský kraj;Bruntál;50.0667;17.4
CZ;79331;Pustá Rudná;Moravskoslezský kraj;Bruntál;50.0458;17.3854
CZ;79331;Světlá;Moravskoslezský kraj;Bruntál;50.05;17.4167
CZ;79331;Světlá Hora;Moravskoslezský kraj;Bruntál;50.0458;17.3854
CZ;79331;Podlesí;Moravskoslezský kraj;Bruntál;50.05;17.35
CZ;79331;Dětřichovice;Moravskoslezský kraj;Bruntál;50.05;17.4333
CZ;79331;Rudná pod Pradědem;Moravskoslezský kraj;Bruntál;50.0458;17.3854
CZ;79331;Stará Rudná;Moravskoslezský kraj;Bruntál;50.0167;17.3833
CZ;79331;Suchá Rudná;Moravskoslezský kraj;Bruntál;50.0667;17.3667
CZ;79331;Stará Voda;Moravskoslezský kraj;Bruntál;50.05;17.3833
CZ;79336;Karlov pod Pradědem;Moravskoslezský kraj;Bruntál;50.0167;17.3167
CZ;79336;Malá Morávka;Moravskoslezský kraj;Bruntál;50.0167;17.3167
CZ;79342;Janovice;Moravskoslezský kraj;Bruntál;49.95;17.25
CZ;79344;Stříbrné Hory;Moravskoslezský kraj;Bruntál;49.9167;17.2333
CZ;79344;Dobřečov;Moravskoslezský kraj;Bruntál;49.9167;17.1833
CZ;79344;Tvrdkov;Moravskoslezský kraj;Bruntál;49.9;17.1833
CZ;79344;Skály;Moravskoslezský kraj;Bruntál;49.9167;17.2333
CZ;79344;Mirotínek;Moravskoslezský kraj;Bruntál;49.8833;17.1667
CZ;79344;Ruda;Moravskoslezský kraj;Bruntál;49.8667;17.2
CZ;79344;Rešov;Moravskoslezský kraj;Bruntál;49.8833;17.2167
CZ;79344;Horní Město;Moravskoslezský kraj;Bruntál;49.9167;17.2167
CZ;79351;Vajglov;Moravskoslezský kraj;Bruntál;49.9;17.3667
CZ;79351;Jiříkov;Moravskoslezský kraj;Bruntál;49.85;17.2833
CZ;79351;Stránské;Moravskoslezský kraj;Bruntál;49.8641;17.3141
CZ;79351;Veveří;Moravskoslezský kraj;Bruntál;49.85;17.3333
CZ;79351;Křížov;Moravskoslezský kraj;Bruntál;49.8333;17.2667
CZ;79351;Břidličná;Moravskoslezský kraj;Bruntál;49.9167;17.3667
CZ;79351;Velká Štáhle;Moravskoslezský kraj;Bruntál;49.9333;17.35
CZ;79351;Huzová;Moravskoslezský kraj;Bruntál;49.8167;17.3
CZ;79351;Arnoltice;Moravskoslezský kraj;Bruntál;49.85;17.3667
CZ;79351;Albrechtice u Rýmařova;Moravskoslezský kraj;Bruntál;49.9167;17.3333
CZ;79351;Těchanov;Moravskoslezský kraj;Bruntál;49.85;17.25
CZ;79351;Kněžpole;Moravskoslezský kraj;Bruntál;49.8667;17.3333
CZ;79351;Sovinec;Moravskoslezský kraj;Bruntál;49.85;17.25
CZ;79356;Ryžoviště;Moravskoslezský kraj;Bruntál;49.8667;17.35
CZ;79368;Dvorce;Moravskoslezský kraj;Bruntál;49.8333;17.5667
CZ;79368;Májůvka;Moravskoslezský kraj;Bruntál;49.85;17.55
CZ;79368;Slezská Harta;Moravskoslezský kraj;Bruntál;49.8833;17.6
CZ;79368;Rejchartice;Moravskoslezský kraj;Bruntál;49.8167;17.5167
CZ;79368;Leskovec nad Moravicí;Moravskoslezský kraj;Bruntál;49.9167;17.5667
CZ;79368;Bílčice;Moravskoslezský kraj;Bruntál;49.8667;17.5667
CZ;79368;Křišťanovice;Moravskoslezský kraj;Bruntál;49.85;17.5167
CZ;79371;Hejnov;Moravskoslezský kraj;Bruntál;50.1667;17.5167
CZ;79371;Dlouhá Ves;Moravskoslezský kraj;Bruntál;50.1333;17.5
CZ;79371;Jelení;Moravskoslezský kraj;Bruntál;50.1333;17.4833
CZ;79371;Holčovice;Moravskoslezský kraj;Bruntál;50.1458;17.4917
CZ;79371;Komora;Moravskoslezský kraj;Bruntál;50.1458;17.4917
CZ;79371;Spálené;Moravskoslezský kraj;Bruntál;50.15;17.4667
CZ;79374;Heřmanovice;Moravskoslezský kraj;Bruntál;50.1667;17.4
CZ;79382;Třemešná;Moravskoslezský kraj;Bruntál;50.2;17.5833
CZ;79382;Damašek;Moravskoslezský kraj;Bruntál;50.2167;17.5667
CZ;79382;Rudíkovy;Moravskoslezský kraj;Bruntál;50.1833;17.5833
CZ;79383;Arnultovice;Moravskoslezský kraj;Bruntál;50.25;17.55
CZ;79383;Jindřichov;Moravskoslezský kraj;Bruntál;50.25;17.5167
CZ;79384;Petrovice;Moravskoslezský kraj;Bruntál;50.25;17.4833
