Země;PSČ;Obec;Kraj;Okres;Latitude;Longtitude
CZ;19600;Čakovice;Hlavní město Praha;Hlavní město Praha;50.15;14.5167
CZ;19600;Miškovice;Hlavní město Praha;Hlavní město Praha;50.15;14.55
CZ;19700;Praha 9-Kbely;Hlavní město Praha;Hlavní město Praha;49.5667;13.6333
CZ;19700;Kbely;Hlavní město Praha;Hlavní město Praha;49.5667;13.6333
CZ;19800;Černý Most;Hlavní město Praha;Hlavní město Praha;50.1;14.55
CZ;19800;Hostavice;Hlavní město Praha;Hlavní město Praha;50.1;14.5667
CZ;19800;Praha 9-Černý Most;Hlavní město Praha;Hlavní město Praha;50.1;14.55
CZ;19800;Hloubětín;Hlavní město Praha;Hlavní město Praha;50.1;14.5333
CZ;19800;Praha 9-Kyje;Hlavní město Praha;Hlavní město Praha;50.1;14.55
CZ;19800;Praha 9-Hostavice;Hlavní město Praha;Hlavní město Praha;50.1;14.55
CZ;19800;Praha 9-Hloubětín;Hlavní město Praha;Hlavní město Praha;50.1;14.55
CZ;19800;Kyje;Hlavní město Praha;Hlavní město Praha;50.1;14.55
CZ;19900;Praha 9-Letňany;Hlavní město Praha;Hlavní město Praha;50.1333;14.5167
CZ;19900;Letňany;Hlavní město Praha;Hlavní město Praha;50.1333;14.5167
CZ;67801;Svatá Kateřina;Jihomoravský kraj;Blansko;49.3333;16.6167
CZ;67801;Blansko;Jihomoravský kraj;Blansko;49.3667;16.6667
CZ;67801;Dolní Lhota;Jihomoravský kraj;Blansko;49.3833;16.6333
CZ;67801;Klepačov;Jihomoravský kraj;Blansko;49.35;16.6667
CZ;67801;Obůrka;Jihomoravský kraj;Blansko;49.3611;16.6574
CZ;67801;Hořice;Jihomoravský kraj;Blansko;49.3667;16.6333
CZ;67801;Těchov;Jihomoravský kraj;Blansko;49.3833;16.7
CZ;67801;Horní Lhota;Jihomoravský kraj;Blansko;49.3833;16.65
CZ;67801;Olešná;Jihomoravský kraj;Blansko;49.3333;16.6333
CZ;67801;Lažánky;Jihomoravský kraj;Blansko;49.35;16.7167
CZ;67901;Voděrady;Jihomoravský kraj;Blansko;49.4833;16.55
CZ;67901;Skalice nad Svitavou;Jihomoravský kraj;Blansko;49.4833;16.6
CZ;67901;Mladkov;Jihomoravský kraj;Blansko;49.4833;16.6167
CZ;67901;Krhov;Jihomoravský kraj;Blansko;49.4667;16.5833
CZ;67901;Lhota Rapotina;Jihomoravský kraj;Blansko;49.4667;16.6333
CZ;67901;Obora;Jihomoravský kraj;Blansko;49.45;16.6
CZ;67901;Jabloňany;Jihomoravský kraj;Blansko;49.4667;16.6
CZ;67902;Kuničky;Jihomoravský kraj;Blansko;49.4333;16.6833
CZ;67902;Spešov;Jihomoravský kraj;Blansko;49.3833;16.6333
CZ;67902;Rájec;Jihomoravský kraj;Blansko;49.4167;16.6333
CZ;67902;Karolín;Jihomoravský kraj;Blansko;49.4167;16.6667
CZ;67902;Holešín;Jihomoravský kraj;Blansko;49.4333;16.6667
CZ;67902;Jestřebí;Jihomoravský kraj;Blansko;49.4167;16.6167
CZ;67902;Petrovice;Jihomoravský kraj;Blansko;49.4167;16.7
CZ;67902;Žďár;Jihomoravský kraj;Blansko;49.4167;16.7
CZ;67902;Ráječko;Jihomoravský kraj;Blansko;49.4;16.65
CZ;67903;Olomučany;Jihomoravský kraj;Blansko;49.3333;16.6667
CZ;67904;Adamov;Jihomoravský kraj;Blansko;49.3167;16.6667
CZ;67905;Bukovina;Jihomoravský kraj;Blansko;49.3;16.7667
CZ;67905;Bukovinka;Jihomoravský kraj;Blansko;49.3;16.8
CZ;67905;Křtiny;Jihomoravský kraj;Blansko;49.3;16.75
CZ;67905;Habrůvka;Jihomoravský kraj;Blansko;49.3;16.7167
CZ;67905;Březina;Jihomoravský kraj;Blansko;49.2833;16.75
CZ;67906;Jedovnice;Jihomoravský kraj;Blansko;49.35;16.7667
CZ;67906;Holštejn;Jihomoravský kraj;Blansko;49.4;16.7833
CZ;67906;Rudice;Jihomoravský kraj;Blansko;49.3333;16.7333
CZ;67906;Vilémovice;Jihomoravský kraj;Blansko;49.3667;16.75
CZ;67906;Kulířov;Jihomoravský kraj;Blansko;49.3833;16.85
CZ;67906;Marianín;Jihomoravský kraj;Blansko;49.3833;16.8333
CZ;67906;Krasová;Jihomoravský kraj;Blansko;49.3667;16.7667
CZ;67906;Senetářov;Jihomoravský kraj;Blansko;49.35;16.8
CZ;67907;Kotvrdovice;Jihomoravský kraj;Blansko;49.3667;16.8
CZ;67911;Doubravice nad Svitavou;Jihomoravský kraj;Blansko;49.4333;16.6333
CZ;67913;Vavřinec;Jihomoravský kraj;Blansko;49.4;16.7167
CZ;67913;Veselice;Jihomoravský kraj;Blansko;49.4;16.7167
CZ;67913;Šošůvka;Jihomoravský kraj;Blansko;49.4167;16.7667
CZ;67913;Housko;Jihomoravský kraj;Blansko;49.4333;16.8
CZ;67913;Molenburk;Jihomoravský kraj;Blansko;49.4333;16.8167
CZ;67913;Sloup;Jihomoravský kraj;Blansko;49.4167;16.75
CZ;67913;Vysočany;Jihomoravský kraj;Blansko;49.4119;16.7548
CZ;67913;Suchdol;Jihomoravský kraj;Blansko;49.3833;16.7167
CZ;67914;Ostrov u Macochy;Jihomoravský kraj;Blansko;49.3833;16.7667
CZ;67915;Lipovec;Jihomoravský kraj;Blansko;49.4;16.8
CZ;67921;Jeneč;Jihomoravský kraj;Blansko;49.4167;16.5
CZ;67921;Lubě;Jihomoravský kraj;Blansko;49.4;16.5333
CZ;67921;Malá Lhota;Jihomoravský kraj;Blansko;49.3833;16.55
CZ;67921;Brťov u Černé Hory;Jihomoravský kraj;Blansko;49.4056;16.5528
CZ;67921;Žernovník;Jihomoravský kraj;Blansko;49.4;16.55
CZ;67921;Černá Hora;Jihomoravský kraj;Blansko;49.4167;16.5833
CZ;67921;Bořitov;Jihomoravský kraj;Blansko;49.4167;16.6
CZ;67922;Lažany;Jihomoravský kraj;Blansko;49.35;16.55
CZ;67922;Lipůvka;Jihomoravský kraj;Blansko;49.3333;16.5667
CZ;67922;Milonice;Jihomoravský kraj;Blansko;49.3667;16.5667
CZ;67922;Újezd u Černé Hory;Jihomoravský kraj;Blansko;49.3472;16.5722
CZ;67922;Šebrov;Jihomoravský kraj;Blansko;49.3333;16.6
CZ;67922;Závist;Jihomoravský kraj;Blansko;49.3667;16.5667
CZ;67922;Svinošice;Jihomoravský kraj;Blansko;49.3333;16.5833
CZ;67923;Bukovice;Jihomoravský kraj;Blansko;49.4167;16.4833
CZ;67923;Křeptov;Jihomoravský kraj;Blansko;49.4333;16.3833
CZ;67923;Synalov;Jihomoravský kraj;Blansko;49.4333;16.4167
CZ;67923;Strhaře;Jihomoravský kraj;Blansko;49.4333;16.4333
CZ;67923;Brumov;Jihomoravský kraj;Blansko;49.4667;16.4333
CZ;67923;Lomnice;Jihomoravský kraj;Blansko;49.4167;16.4167
CZ;67923;Běleč;Jihomoravský kraj;Blansko;49.4333;16.3833
CZ;67923;Ochoz u Tišnova;Jihomoravský kraj;Blansko;49.4333;16.4
CZ;67923;Osiky;Jihomoravský kraj;Blansko;49.45;16.4167
CZ;67923;Rašov;Jihomoravský kraj;Blansko;49.4167;16.45
CZ;67923;Brusná;Jihomoravský kraj;Blansko;49.4;16.4
CZ;67923;Řepka;Jihomoravský kraj;Blansko;49.3833;16.4167
CZ;67923;Rohozec;Jihomoravský kraj;Blansko;49.3833;16.4833
CZ;67923;Žleby;Jihomoravský kraj;Blansko;49.4211;16.4256
CZ;67923;Hluboké Dvory;Jihomoravský kraj;Blansko;49.4211;16.4256
CZ;67923;Veselí;Jihomoravský kraj;Blansko;49.4;16.3833
CZ;67923;Zhoř;Jihomoravský kraj;Blansko;49.4167;16.4833
CZ;67924;Unín;Jihomoravský kraj;Blansko;49.3833;16.5
CZ;67931;Sebranice;Jihomoravský kraj;Blansko;49.5;16.5833
CZ;67932;Sasina;Jihomoravský kraj;Blansko;49.5167;16.5833
CZ;67932;Svitávka;Jihomoravský kraj;Blansko;49.5;16.6
CZ;67933;Vísky;Jihomoravský kraj;Blansko;49.5333;16.6333
CZ;67934;Knínice u Boskovic;Jihomoravský kraj;Blansko;49.5333;16.7
CZ;67935;Šebetov;Jihomoravský kraj;Blansko;49.55;16.7167
CZ;67936;Vanovice;Jihomoravský kraj;Blansko;49.5667;16.6667
CZ;67937;Borotín;Jihomoravský kraj;Blansko;49.5833;16.6667
CZ;67938;Cetkovice;Jihomoravský kraj;Blansko;49.5833;16.7167
CZ;67939;Úsobrno;Jihomoravský kraj;Blansko;49.6;16.7667
CZ;67951;Němčice;Jihomoravský kraj;Blansko;49.45;16.7167
CZ;67952;Žďárná;Jihomoravský kraj;Blansko;49.4667;16.75
CZ;67953;Benešov;Jihomoravský kraj;Blansko;49.5;16.7667
CZ;67961;Míchov;Jihomoravský kraj;Blansko;49.5167;16.6167
CZ;67961;Klevetov;Jihomoravský kraj;Blansko;49.5333;16.5833
CZ;67961;Zábludov;Jihomoravský kraj;Blansko;49.55;16.55
CZ;67961;Novičí;Jihomoravský kraj;Blansko;49.5833;16.6
CZ;67961;Zboněk;Jihomoravský kraj;Blansko;49.5167;16.5833
CZ;67961;Jasinov;Jihomoravský kraj;Blansko;49.5333;16.5333
CZ;67961;Třebětín;Jihomoravský kraj;Blansko;49.5667;16.5833
CZ;67961;Kochov;Jihomoravský kraj;Blansko;49.5667;16.6167
CZ;67961;Meziříčko;Jihomoravský kraj;Blansko;49.5667;16.55
CZ;67961;Drvalovice;Jihomoravský kraj;Blansko;49.5667;16.65
CZ;67961;Lhota;Jihomoravský kraj;Blansko;49.5833;16.1833
CZ;67961;Slatinka;Jihomoravský kraj;Blansko;49.5667;16.5667
CZ;67961;Stvolová;Jihomoravský kraj;Blansko;49.5673;16.5687
CZ;67961;Dolní Smržov;Jihomoravský kraj;Blansko;49.6;16.5667
CZ;67961;Bezděčí;Jihomoravský kraj;Blansko;49.5673;16.5687
CZ;67961;Letovice;Jihomoravský kraj;Blansko;49.55;16.5833
CZ;67961;Rumberk;Jihomoravský kraj;Blansko;49.5673;16.5687
CZ;67961;Roubanina;Jihomoravský kraj;Blansko;49.6167;16.6
CZ;67961;Kladoruby;Jihomoravský kraj;Blansko;49.55;16.6167
CZ;67961;Babolky;Jihomoravský kraj;Blansko;49.5833;16.5833
CZ;67961;Pamětice;Jihomoravský kraj;Blansko;49.55;16.65
CZ;67961;Deštná;Jihomoravský kraj;Blansko;49.6167;16.5667
CZ;67961;Horní Smržov;Jihomoravský kraj;Blansko;49.6167;16.5833
CZ;67961;Chlum;Jihomoravský kraj;Blansko;49.6;16.6
CZ;67961;Podolí;Jihomoravský kraj;Blansko;49.5333;16.6167
CZ;67961;Vlkov;Jihomoravský kraj;Blansko;49.5833;16.5333
CZ;67961;Kněževísko;Jihomoravský kraj;Blansko;49.55;16.55
CZ;67961;Skřib;Jihomoravský kraj;Blansko;49.5833;16.55
CZ;67962;Horní Poříčí;Jihomoravský kraj;Blansko;49.5833;16.4833
CZ;67962;Prostřední Poříčí;Jihomoravský kraj;Blansko;49.5833;16.4833
CZ;67962;Dolní Poříčí;Jihomoravský kraj;Blansko;49.5667;16.5
CZ;67962;Křetín;Jihomoravský kraj;Blansko;49.5667;16.5
CZ;67962;Petrov;Jihomoravský kraj;Blansko;49.5333;16.4833
CZ;67962;Vřesice;Jihomoravský kraj;Blansko;49.5625;16.4979
CZ;67962;Vranová;Jihomoravský kraj;Blansko;49.55;16.5333
CZ;67962;Lazinov;Jihomoravský kraj;Blansko;49.5667;16.5167
CZ;67962;Sulíkov;Jihomoravský kraj;Blansko;49.55;16.4833
CZ;67963;Malá Roudka;Jihomoravský kraj;Blansko;49.6;16.65
CZ;67963;Skočova Lhota;Jihomoravský kraj;Blansko;49.6167;16.65
CZ;67963;Svárov;Jihomoravský kraj;Blansko;49.6;16.6167
CZ;67963;Brťov;Jihomoravský kraj;Blansko;49.6167;16.6333
CZ;67963;Velké Opatovice;Jihomoravský kraj;Blansko;49.6167;16.6667
CZ;67963;Uhřice;Jihomoravský kraj;Blansko;49.6;16.7333
CZ;67963;Světlá;Jihomoravský kraj;Blansko;49.5667;16.7167
CZ;67963;Korbelova Lhota;Jihomoravský kraj;Blansko;49.6;16.6667
CZ;67963;Velká Roudka;Jihomoravský kraj;Blansko;49.5833;16.6667
CZ;67965;Skrchov;Jihomoravský kraj;Blansko;49.5833;16.55
CZ;67971;Býkovice;Jihomoravský kraj;Blansko;49.4333;16.5333
CZ;67971;Lhota u Lysic;Jihomoravský kraj;Blansko;49.4667;16.5
CZ;67971;Kozárov;Jihomoravský kraj;Blansko;49.4333;16.4667
CZ;67971;Dlouhá Lhota;Jihomoravský kraj;Blansko;49.4333;16.5167
CZ;67971;Hodonín;Jihomoravský kraj;Blansko;49.5;16.4167
CZ;67971;Kunčina Ves;Jihomoravský kraj;Blansko;49.45;16.4667
CZ;67971;Lysice;Jihomoravský kraj;Blansko;49.45;16.5333
CZ;67971;Žerůtky;Jihomoravský kraj;Blansko;49.4333;16.5333
CZ;67971;Tasovice;Jihomoravský kraj;Blansko;49.5;16.4333
CZ;67971;Lačnov;Jihomoravský kraj;Blansko;49.45;16.5
CZ;67971;Kunice;Jihomoravský kraj;Blansko;49.4833;16.5
CZ;67971;Štěchov;Jihomoravský kraj;Blansko;49.45;16.5
CZ;67971;Bedřichov;Jihomoravský kraj;Blansko;49.4667;16.4667
CZ;67972;Sychotín;Jihomoravský kraj;Blansko;49.5;16.5
CZ;67972;Zbraslavec;Jihomoravský kraj;Blansko;49.4833;16.5333
CZ;67972;Makov;Jihomoravský kraj;Blansko;49.5167;16.4833
CZ;67972;Touboř;Jihomoravský kraj;Blansko;49.4833;16.5
CZ;67972;Újezd;Jihomoravský kraj;Blansko;49.4667;16.65
CZ;67972;Rudka;Jihomoravský kraj;Blansko;49.5167;16.5167
CZ;67972;Nýrov;Jihomoravský kraj;Blansko;49.5333;16.55
CZ;67972;Hluboké u Kunštátu;Jihomoravský kraj;Blansko;49.5;16.5312
CZ;67972;Kunštát;Jihomoravský kraj;Blansko;49.5;16.5167
CZ;67973;Rozseč nad Kunštátem;Jihomoravský kraj;Blansko;49.5333;16.4667
CZ;67974;Louka;Jihomoravský kraj;Blansko;49.5333;16.4333
CZ;67974;Ústup;Jihomoravský kraj;Blansko;49.5667;16.4667
CZ;67974;Kněževes;Jihomoravský kraj;Blansko;49.5833;16.4167
CZ;67974;Crhov;Jihomoravský kraj;Blansko;49.55;16.4333
CZ;67974;Lhota u Olešnice;Jihomoravský kraj;Blansko;49.55;16.3833
CZ;67974;Jobova Lhota;Jihomoravský kraj;Blansko;49.5833;16.45
CZ;67974;Veselka;Jihomoravský kraj;Blansko;49.5833;16.45
CZ;67974;Rozsíčka;Jihomoravský kraj;Blansko;49.5667;16.4667
CZ;67974;Olešnice;Jihomoravský kraj;Blansko;49.5667;16.4167
CZ;67974;Křtěnov;Jihomoravský kraj;Blansko;49.55;16.4167
CZ;67975;Černovice;Jihomoravský kraj;Blansko;49.4833;16.4333
CZ;67976;Drnovice;Jihomoravský kraj;Blansko;49.4667;16.55
CZ;68001;Velenov;Jihomoravský kraj;Blansko;49.5;16.7333
CZ;68001;Okrouhlá;Jihomoravský kraj;Blansko;49.5167;16.7333
CZ;68001;Kořenec;Jihomoravský kraj;Blansko;49.5333;16.75
CZ;68001;Valchov;Jihomoravský kraj;Blansko;49.4667;16.7167
CZ;68001;Chrudichromy;Jihomoravský kraj;Blansko;49.5;16.6333
CZ;68001;Suchý;Jihomoravský kraj;Blansko;49.4833;16.7667
CZ;68001;Boskovice;Jihomoravský kraj;Blansko;49.4833;16.6667
CZ;68001;Ludíkov;Jihomoravský kraj;Blansko;49.45;16.7333
CZ;68001;Újezd u Boskovic;Jihomoravský kraj;Blansko;49.5013;16.7026
CZ;68001;Vratíkov;Jihomoravský kraj;Blansko;49.5;16.7167
CZ;68001;Bačov;Jihomoravský kraj;Blansko;49.5333;16.6333
CZ;68001;Hrádkov;Jihomoravský kraj;Blansko;49.4833;16.7
CZ;68001;Vážany;Jihomoravský kraj;Blansko;49.5333;16.6833
CZ;68001;Sudice;Jihomoravský kraj;Blansko;49.5333;16.6667
CZ;60200;Trnitá;Jihomoravský kraj;Brno-město;48.7667;14.7833
CZ;60200;Brno-Město;Jihomoravský kraj;Brno-město;48.7667;14.7833
CZ;60200;Brno-Brno Město;Jihomoravský kraj;Brno-město;48.7667;14.7833
CZ;60200;Brno-Trnitá;Jihomoravský kraj;Brno-město;48.7667;14.7833
CZ;60200;Veveří;Jihomoravský kraj;Brno-město;48.7667;14.7833
CZ;60200;Brno-Veveří;Jihomoravský kraj;Brno-město;48.7667;14.7833
CZ;60200;Brno-Stránice;Jihomoravský kraj;Brno-město;48.7667;14.7833
CZ;60200;Stránice;Jihomoravský kraj;Brno-město;48.7667;14.7833
CZ;60200;Brno-Ponava;Jihomoravský kraj;Brno-město;48.7667;14.7833
CZ;60200;Ponava;Jihomoravský kraj;Brno-město;48.7667;14.7833
CZ;60300;Brno-Staré Brno;Jihomoravský kraj;Brno-město;48.7667;14.7833
CZ;60300;Staré Brno;Jihomoravský kraj;Brno-město;48.7667;14.7833
CZ;61200;Brno-Královo Pole;Jihomoravský kraj;Brno-město;49.75;16.1333
CZ;61200;Brno-Sadová;Jihomoravský kraj;Brno-město;49.75;16.1333
CZ;61200;Královo Pole;Jihomoravský kraj;Brno-město;49.2167;16.5667
CZ;61200;Sadová;Jihomoravský kraj;Brno-město;50.2833;15.7
CZ;61300;Brno-Černá Pole;Jihomoravský kraj;Brno-město;49.2931;15.8639
CZ;61300;Černá Pole;Jihomoravský kraj;Brno-město;49.2931;15.8639
CZ;61400;Brno-Husovice;Jihomoravský kraj;Brno-město;49.2222;16.6444
CZ;61400;Brno-Obřany;Jihomoravský kraj;Brno-město;49.2222;16.6444
CZ;61400;Brno-Maloměřice;Jihomoravský kraj;Brno-město;49.2222;16.6444
CZ;61400;Obřany;Jihomoravský kraj;Brno-město;49.2333;16.65
CZ;61400;Maloměřice;Jihomoravský kraj;Brno-město;49.2167;16.65
CZ;61400;Husovice;Jihomoravský kraj;Brno-město;49.2167;16.6333
CZ;61500;Brno-Židenice;Jihomoravský kraj;Brno-město;49.0167;16.3667
CZ;61500;Zábrdovice;Jihomoravský kraj;Brno-město;49.0167;16.3667
CZ;61500;Brno-Zábrdovice;Jihomoravský kraj;Brno-město;49.0167;16.3667
CZ;61500;Židenice;Jihomoravský kraj;Brno-město;49.0167;16.3667
CZ;61600;Brno-Žabovřesky;Jihomoravský kraj;Brno-město;49;14.3333
CZ;61600;Žabovřesky;Jihomoravský kraj;Brno-město;49;14.3333
CZ;61700;Komárov;Jihomoravský kraj;Brno-město;49.25;14.6
CZ;61700;Brno-Komárov;Jihomoravský kraj;Brno-město;49.25;14.6
CZ;61800;Brno-Černovice;Jihomoravský kraj;Brno-město;49.6167;13
CZ;61800;Černovice;Jihomoravský kraj;Brno-město;49.6167;13
CZ;61900;Přízřenice;Jihomoravský kraj;Brno-město;49.15;16.6167
CZ;61900;Horní Heršpice;Jihomoravský kraj;Brno-město;49.1667;16.6167
CZ;61900;Dolní Heršpice;Jihomoravský kraj;Brno-město;49.15;16.6333
CZ;61900;Brno-Horní Heršpice;Jihomoravský kraj;Brno-město;49.1556;16.6222
CZ;61900;Brno-Dolní Heršpice;Jihomoravský kraj;Brno-město;49.1556;16.6222
CZ;61900;Brno-Přízřenice;Jihomoravský kraj;Brno-město;49.1556;16.6222
CZ;62000;Brno-Holásky;Jihomoravský kraj;Brno-město;49.1458;16.6708
CZ;62000;Dvorska;Jihomoravský kraj;Brno-město;49.1333;16.7
CZ;62000;Brno-Tuřany;Jihomoravský kraj;Brno-město;49.1458;16.6708
CZ;62000;Holásky;Jihomoravský kraj;Brno-město;49.15;16.65
CZ;62000;Brno-Brněnské Ivanovice;Jihomoravský kraj;Brno-město;49.1458;16.6708
CZ;62000;Brno-Dvorska;Jihomoravský kraj;Brno-město;49.1458;16.6708
CZ;62000;Brněnské Ivanovice;Jihomoravský kraj;Brno-město;49.15;16.6667
CZ;62000;Tuřany;Jihomoravský kraj;Brno-město;49.15;16.6667
CZ;62100;Mokrá Hora;Jihomoravský kraj;Brno-město;49.2667;16.6
CZ;62100;Ořešín;Jihomoravský kraj;Brno-město;49.2833;16.6
CZ;62100;Jehnice;Jihomoravský kraj;Brno-město;49.2667;16.6
CZ;62100;Ivanovice;Jihomoravský kraj;Brno-město;49.2667;16.5667
CZ;62100;Brno-Ivanovice;Jihomoravský kraj;Brno-město;49.2639;16.5889
CZ;62100;Brno-Jehnice;Jihomoravský kraj;Brno-město;49.2639;16.5889
CZ;62100;Brno-Medlánky;Jihomoravský kraj;Brno-město;49.2639;16.5889
CZ;62100;Brno-Mokrá Hora;Jihomoravský kraj;Brno-město;49.2639;16.5889
CZ;62100;Brno-Ořešín;Jihomoravský kraj;Brno-město;49.2639;16.5889
CZ;62100;Medlánky;Jihomoravský kraj;Brno-město;49.2333;16.5833
CZ;62100;Brno-Řečkovice;Jihomoravský kraj;Brno-město;49.2639;16.5889
CZ;62100;Řečkovice;Jihomoravský kraj;Brno-město;49.2667;16.5833
CZ;62300;Brno-Kohoutovice;Jihomoravský kraj;Brno-město;49.2;16.5333
CZ;62300;Pisárky;Jihomoravský kraj;Brno-město;49.2;16.5333
CZ;62300;Kohoutovice;Jihomoravský kraj;Brno-město;49.2;16.5333
CZ;62300;Brno-Pisárky;Jihomoravský kraj;Brno-město;49.2;16.5333
CZ;62400;Brno-Komín;Jihomoravský kraj;Brno-město;49.2167;16.55
CZ;62400;Komín;Jihomoravský kraj;Brno-město;49.2167;16.55
CZ;62500;Nový Lískovec;Jihomoravský kraj;Brno-město;49.1333;13.9667
CZ;62500;Brno-Starý Lískovec;Jihomoravský kraj;Brno-město;49.1333;13.9667
CZ;62500;Bohunice;Jihomoravský kraj;Brno-město;49.1333;13.9667
CZ;62500;Brno-Bohunice;Jihomoravský kraj;Brno-město;49.1333;13.9667
CZ;62500;Starý Lískovec;Jihomoravský kraj;Brno-město;49.1333;13.9667
CZ;62500;Brno-Nový Lískovec;Jihomoravský kraj;Brno-město;49.1333;13.9667
CZ;62700;Brno-Slatina;Jihomoravský kraj;Brno-město;48.95;13.7167
CZ;62700;Slatina;Jihomoravský kraj;Brno-město;48.95;13.7167
CZ;62800;Brno-Vinohrady;Jihomoravský kraj;Brno-město;49.6333;15.5833
CZ;62800;Vinohrady;Jihomoravský kraj;Brno-město;50.0667;14.4667
CZ;62800;Brno-Líšeň;Jihomoravský kraj;Brno-město;49.6333;15.5833
CZ;62800;Líšeň;Jihomoravský kraj;Brno-město;49.2;16.7
CZ;63400;Brno-Nový Lískovec;Jihomoravský kraj;Brno-město;49.1417;16.3667
CZ;63400;Nový Lískovec;Jihomoravský kraj;Brno-město;49.1417;16.3667
CZ;63500;Kníničky;Jihomoravský kraj;Brno-město;49.2333;16.5167
CZ;63500;Brno-Kníničky;Jihomoravský kraj;Brno-město;49.2333;16.525
CZ;63500;Bystrc;Jihomoravský kraj;Brno-město;49.2333;16.5333
CZ;63500;Brno-Bystrc;Jihomoravský kraj;Brno-město;49.2333;16.525
CZ;63600;Brno-Židenice;Jihomoravský kraj;Brno-město;49.1417;16.3667
CZ;63600;Židenice;Jihomoravský kraj;Brno-město;49.1417;16.3667
CZ;63700;Brno-Jundrov;Jihomoravský kraj;Brno-město;49.2;16.55
CZ;63700;Jundrov;Jihomoravský kraj;Brno-město;49.2;16.55
CZ;63800;Brno-Lesná;Jihomoravský kraj;Brno-město;48.9;15.8667
CZ;63800;Lesná;Jihomoravský kraj;Brno-město;48.9;15.8667
CZ;63900;Štýřice;Jihomoravský kraj;Brno-město;49.1417;16.3667
CZ;63900;Brno-Štýřice;Jihomoravský kraj;Brno-město;49.1417;16.3667
CZ;64100;Brno-Žebětín;Jihomoravský kraj;Brno-město;49.2;16.4833
CZ;64100;Žebětín;Jihomoravský kraj;Brno-město;49.2;16.4833
CZ;64200;Bosonohy;Jihomoravský kraj;Brno-město;49.1667;16.5333
CZ;64200;Brno-Bosonohy;Jihomoravský kraj;Brno-město;49.1667;16.5333
CZ;64300;Brno-Chrlice;Jihomoravský kraj;Brno-město;49.1333;16.6667
CZ;64300;Chrlice;Jihomoravský kraj;Brno-město;49.1333;16.6667
CZ;64400;Útěchov;Jihomoravský kraj;Brno-město;49.2833;16.6333
CZ;64400;Brno-Útěchov;Jihomoravský kraj;Brno-město;49.2667;16.6333
CZ;64400;Brno-Soběšice;Jihomoravský kraj;Brno-město;49.2667;16.6333
CZ;64400;Soběšice;Jihomoravský kraj;Brno-město;49.25;16.6333
CZ;66401;Babice nad Svitavou;Jihomoravský kraj;Brno-venkov;49.2833;16.7
CZ;66401;Bílovice nad Svitavou;Jihomoravský kraj;Brno-venkov;49.25;16.6667
